Herbacées
"FAMILLE","GENRE","ESPECE","SOUS_ESPECE","CULTIVAR","VARIETE","NOM_FR","DOCUMENTATION","REPARTITION","NO_INTRO","DATE_PLANTATION","PROVENANCE","LOC_CARRE_SERRE","ECOLOGIE","SYNO_INTRO","FAUX_INTRO"
"Caryophyllaceae","Silene","uniflora A.Roth.  =maritima","","","","","","Alpes","08-463s*","02/03/2009","JB.Reykjavik (Islande)","B3 - Alpes Calcaires","","",""
"Iridaceae","Sisyrinchium","californicum Dryand.","","","","","","USA","Anc.coll.","","","C4 - Am-du Nord","","",""
"Iridaceae","Sisyrinchium","montanum E.L Greene.","","","","","","Est et Nord de l'Amérique","97-1201s*","19/04/2000","J.Alp.Meyrin (Suisse)","C4 - Am-du Nord","Herbeux; rocher; montagne","",""
"Iridaceae","Sisyrinchium","montanum Greene album(?)","","","","","","N. Am., Centre Europ","10.526s","29/03/2011","J. alpin la Ramberta, Montreux (Suisse)","C4 - Am-du Nord",""," ",""
"Apiaceae","Sium","suave  Walter","","","","","","Am.bor","06-1725s*","28/03/2008","JB.Beal-Michigan (USA)","C4 - Am-du Nord","","",""
"Solanaceae","Solanaceae","sp.(5 pieds)","","","","","","","03-940s*","","","E2 - Andes","","",""
"Asteraceae","Solidago","flexicaulis L.","","","","","","Canada","06-1731s*","28/03/2008","JB.W.J Beal Michigan (USA.)","C4 - Am-du Nord","","",""
"Asteraceae","Solidago","flexicaulis L.","","","","","","Canada","06-462s","28/03/2008","JB.Weinheim (Allemagne)","C6 - Am-du Nord","","",""
"Asteraceae","Solidago","flexicaulis L.","","","","","","Canada","08-788s*","02/03/2009","JB.Montréal (Canada)","C3 - Am-du Nord","","",""
"Asteraceae","Solidago","japonica  Kitam.","","","","","","Japon","07-909s","28/03/2008","JB.Yeomjii (Corée)","D3A - Japon","","",""
"Asteraceae","Solidago","juncea Ait.","","","","","","Am.bor.","06-1223s*","28/03/2008","JB.Washington (USA)","C7 - Am-du Nord","","",""
"Asteraceae","Solidago","lapponica  With.","","","","","","Rég.bor.temp","06-1042s","28/03/2008","JB.Lausanne (Suisse)","C4 - Caucase","","",""
"Asteraceae","Solidago","riddellii Frank.","","","","","","Amérique du Nord; Sud Ontario","98-373s","19/04/2000","JB.Olomouc (République Tchèque)","C4 - Am-du Nord","","",""
"Asteraceae","Solidago","serotina Ait.","","","","","","Amérique boréale","86-3878p","","Ets.Lepage","C4 - Am-du Nord","","",""
"Asteraceae","Solidago","virgaurea Bigel.","","","","","","Am.bor.","03-1333s*","27/03/2006","JB.Smentausch Graz (Autriche)","C4 - Am-du Nord","","",""
"Asteraceae","Solidago","virgaurea L.","","","asiatica Kitam","","","Chine-Japon","07-1640s","02/03/2009","JB.Hokkaido (Japon)","D3A - Chine, Japon","","",""
"Lamiaceae","Stachys","alpina L.","","","","","","Europe, Caucase","10.396s*","29/03/2011","J.B. Graz (Autriche)","B4 - Caucase","","",""
"Lamiaceae","Stachys","byzantina C.Koch","","","","","","Caucase.; Perse","87-563s","","Grugapark Essen (Allemagne)","B6 - Caucase","","lanata",""
"Lamiaceae","Stachys","germanica L.","","","","","","Europe-Russie","08-844s*","02/03/2009","JB.Olomouc (République Tchèque)","A12 - Bota.","","",""
"Lamiaceae","Stachys","grandiflora Benth.","","","","","","Asie Minor.; Perse","90-2087s","","JBU.Riga (Lettonie)","B4 - Caucase","","",""
"Lamiaceae","Stachys","macrantha  Stearn","","","","","","Western Asia: Iran [n.w.]; Turkey [n.e.]Caucasus: Armenia; Azerbaijan; Georgia; Russian Federation - Ciscaucasia, Dagestan","07-842s","28/03/2008","JB.Göteborg (Suède)","C5 - Chaînes Pontiques","","",""
"Lamiaceae","Stachys","macrantha Stearn","","","","","","Caucase","08-166s","02/03/2009","JB.Bern (Suisse)","B6 - Caucase","","",""
"Asteraceae","Staehelina","dubia L.","","","","","","Europ.austr.","06-1417s*","28/03/2008","JB.Siena (Italie)","C3 - Péninsule Ibérique","","",""
"Plumbaginaceae","Statice","gmelinii  Willd.","","","","","","Sibérie-Reg.Cauc","05-1629s","28/03/2008","JB.Vacatrot (Hongrie)","B4 - Caucase","","",""
"Caryophyllaceae","Stellaria","longifolia Willd.","","","","","","C.Europe& N.Russie","08-994s*","02/03/2009","JB.Oulu (Finlande)","B9 - Caucase","","",""
"Cariophyllaceae","Steris= Lychnis","viscaria Raf.=viscaria L.","","","","","","Europe-Asie","07-1812s","02/03/2009","JB.Karelia (Russie)","C7 - Pyrénées siliceuses","","",""
"Poaceae","Stipa","curtiseta M.A.Barkworth","","","","","","Canada","06-1670s*","28/03/2008","JB.Alberta (Allemagne)","C7 - Am-du Nord","","",""
"Poaceae","Stipa","lessingiana Trin . & Rup.","","","","","","Sud Est de l'Europe","98-390s","19/04/2000","JBU.Ljubljana (Slovénie)","B9 - Carpates-Balkans","","",""
"Poaceae","Stipa","lessingiana Trin.& Rupr.","","","","","","S.E.Europe","07-1856s","02/03/2009","JB.Rostov ad Donum (Russie)","B9 - Carpates-Balkans","","",""
"Poaceae","Stipa","tenuissima  Trin.","","","","","","Argentine","05-151s","28/03/2008","JB.Berlin (Allemagne)","E2 - Andes","","",""
"Poaceae","Stipa","ucrainica P.Smirn.","","","","","","S.Russie-E.Roumanie","07-1857s","02/03/2009","JB.Rostov ad Donum (Russie)","B9 - Carpates-Balkans","","",""
"Poaceae","Stipa","capillata L.","","","","","","Europ. austr., As. Bor","10-364s","29/03/2011","JB. Nitra (Slovaquie)","D3C - Chine, Japon","","",""
"Papaveraceae","Stylophorum","lasiocarpum Fedde","","","","","","Chine","10.65s","29/03/2011","J.B Postdam (Allemagne)","D3A - Chine, Japon","","",""
"","Tanacetum","corymbosum Sch.Bip.","","","","","","Europe","03-1205s*","27/03/2006","J.Alp.Graz (Autriche)","B3 - Alpes Calcaires","","clusii",""
"Asteraceae","Tanacetum","corymbosum Schultz Bip.","","","","","","Carpathes, E. des Alpes et probablement Balkans","00-971s*","21/03/2003","JB.Municipal de Graz (Autriche)","B3 - Alpes Calcaires","","",""
"Asteraceae","Tanacetum","mucronulatum Heywood","","","","","","Portugal","07-728s","28/03/2008","JB.Porto (Portugal)","C3 - Péninsule Ibérique","","",""
"Compositae","Tanecetum","vulgare L.","","","","","","","Anc.coll.","","","A10 - ","","",""
"Asteraceae","Telekia","speciosa Baumg.","","","","","","Caucase, Asie Mineure, S.W Alpes","10.102s","29/03/2011","J.B. Zurich (Suisse)","B6 - Caucase","","",""
"Caryophyllaceae","Telephium","imperatii L.","","","","","","Sud Europe","08-1198s*","13/10/2010","J. Alpin du Lautaret        (France)","B4 - Pyrénnées","","",""
"Saxifragaceae","Tellima","grandiflora Dougl.","","","","","","Amérique du Nord-Ouest, Californie, Alaska","02-700s","08/03/2004","J.Alp.Meyrin (Suisse)","C4 - Am-du Nord","Lieux ombragés, humides","",""
"Saxifragaceae","Tellima","grandiflora R. Br.","","","","","","Am. boréale occidentale","86-3565s","","JB.Arboretum der Stadt Linz (Autriche)","E2 - Apennins","","",""
"Fabaceae","Tetragonolobus","maritimus Roth.","","","","","","Centre et S-Europe.; étendue  vers le Nord et S-Suède et l'Est.; E-Ukraine","01-105s* ?","","Pontigné - Fontevraud","B4 - Pyrénées Calcaires","","",""
"Labiatae","Teucrium","canadense L.","","","","","","Amérique boréale","99-424s","26/04/2001","JBU.East Lansing (USA)","C4 - Am-du Nord","Soleil très sec","",""
"Lamiaceae","Teucrium","capitalum Linn.","","","","","","Arab.","04-995s*","27/03/2006","JB.""Michele Tenor"" Lama dei Peligni","C5 - Chaînes Pontiques","","",""
"Lamiaceae","Teucrium","flavum L.","","","","","","Méditeranée","90-2503s","","Institut B.de Montjuic (Barcelogne)","B3 - Alpes Calcaires","","",""
"Lamiaceae","Teucrium","flavum L.","","","","","","Régions méditerranéennes","02-1507s*","08/03/2004","JB.Montpellier (France)","C3 - Péninsule Ibérique","Rochers et pentes rocheuses","",""
"","Teucrium","montanum L.","","","","","","Europe","02-1749s","27/03/2006","JB.Göteborg (Suède)","B4 - Pyrénées Calcaires","","",""
"Lamiaceae","Teucrium","polium L.","","","","","","Montagnes Ouest, région méditerranéenne","02-1513s*","08/03/2004","JB.Montpellier (France)","B4 - Pyrénées Calcaires","Lieux arides, rochers, rocailles, sable","",""
"Amarantaceae","Thalia","dealbata Fras.","vincentinum D.Wood","","","","Espèce subtropicale résistant aux grands froids de la région","Sud-Est des U.S.A","Anc.coll.","","","C3 - Péninsule Ibérique","","",""
"Renonculaceae","Thalictrum","alpinum L.","aureum Archangeli","","","","","Boréale et arcticle","87-1355s","","JBU.Fribourg (Suisse)","B3 - Alpes Calcaires","","",""
"Ranunculaceae","Thalictrum","aquilegifolium L.","","","","","","E. & C. Europe et localement montagnes du Sud","99-1381s*","21/03/2003","Conservatoire et JB.de Genève (Suisse)","B3 - Alpes Calcaires","Lieux humides découverts ou boisés alpins ou subalpins","",""
"Renonculaceae","Thalictrum","buschianum Kemul.-Nath.","","","","","","U.R.S.S. (Caucase.; Transcaucase)","93-987s*","","Arboha Bergen (localité situées en Georgie)","B9 - Carpates-Balkans","","",""
"Ranunculaceae","Thalictrum","contortum L.","","","","","","Eur.As.boréale","07-93s","28/03/2008","JB.Irkutsk (Russie)","D1 - Japon","","",""
"Renonculaceae","Thalictrum","fendleri Engelm.","","","","","","Amérique boréale occidentale","88-943s","","JB.Framingham (USA)","C4 - Am-du Nord","","",""
"Ranunculaceae","Thalictrum","fetidum L.","","","","","","Europe; Sibérie","01-1154s*","27/03/2006","J.Alp.Paradisia Cogne (Italie)","B3 - Alpes Calcaires","","",""
"Renonculaceae","Thalictrum","foetidum L.","","","","","","Europe.; Sibérie","89-1686s*","","J.Alp.Paradisia Cogne (Italie)","B6 - Caucase","","",""
"Ranunculaceae","Thalictrum","galioides Borza","","","","","","S.E.Europ.","08-150s*","02/03/2009","JB.Udine (Italie)","E2 - Apennins","","",""
"Ranunculaceae","Thalictrum","lucidum L.","","","","","","","96-185s","","JB.Halle (Allemagne)","A9 - Alpes siliceuses","","",""
"Ranunculaceae","Thalictrum","minus  L.","","","hypoleucum","","","Europ.; As.et Afr.bor","06-1499s","28/03/2008","JB.Ibaraki (Japon)","C3 - Péninsule Ibérique","","",""
"Ranunculaceae","Thalictrum","minus L.","","","","","","Europe, Asie","00-1376s*","21/03/2003","JBU.Berlin Dahlem (Allemagne)","B3 - Alpes Calcaires","Coteaux, rocailles surtout sur sol calcaire","",""
"Ranunculaceae","Thalictrum","pubescens Pursh","saxatile Schinz. & Keller","","","","","E. Amérique du Nord","99-1628s*","21/03/2003","JB.South Hadley (U.S.A.)","C4 - Am-du Nord","Prés","",""
"Ranunculaceae","Thalictrum","rochebrunianum Sav.","","","","","","Japon","08-221s","02/03/2009","Arboretum Universitée de Berlin (Allemagne)","D3A - Chine, Japon","","",""
"Ranunculaceae","Thalictrum","sp.","","","","","","","07-1314s*","02/03/2009","JB.Helsinki (Finlande)","C8 - Carpates-Balkans","","",""
"Renonculaceae","Thalictrum","squarrosum Steph.","","","","","","Sibérie.; Chine","90-2097s","","JBU.Riga (Lettonie)"," - ","","",""
"Ranunculaceae","Thalictrum","thumbergii  DC.","","","","","","Chine","06-1520s","28/03/2008","JB.Pékin (Chine)","D3C - Japon","","",""
"Apiaceae","Thapsia","garganica L.","","","","","","S-Méditerranée, Portugal","02-928s","08/03/2004","Inst.Supérieur d'agronomie Tapada de Ajuda (Portugal)","C3 - Péninsule Ibérique","Milieux arides","",""
"Brassicaceae","Thlapsi","stylosum Mutel","","","","","","S.Apennin","08-921s","02/03/2009","J.Alp.di campo imperator-Aquila (Italie)","E2 - Apennins","","",""
"Brassicaceae","Thlaspi","magellanica Pers.","","","","","","Magellan","06-1643s*","28/03/2008","JB.Lautaret (France)","E2 - Andes","","",""
"Saxifragaceae","Tiarella","cordifolia  L.","","","","","","As.et Am.bor","06-546s*","28/03/2008","JB.South Hadley (U.S.A.)","C7 - Am-du Nord","","",""
"Saxifragaceae","Tiarella","cordifolia L.","","","","","","Asie et Amérique boréale","05-303s","06/11/2006","J.Alp.Trento (Italie)","D1 - Chine, Japon","","",""
"Saxifragaceae","Tiarella","wherryi Lakela","","","","","","U.S.A","10.84s","29/03/2011","Direction de l'Amgt et des Esp. Publics, Amiens (France)","C3 - Am-du Nord","","",""
"Typhaceae","Tipha","latifolia","","","","","","","anc coll.","","","B8 - Caucase","","",""
"Saxifrageae","Tolmeia","menziesii Torr.& A.Gray.","","","","Tolmiée","","Amérique du Nord","97-2019s*","19/04/2000","Arb.U.Seatlle (U.S.A.)","C4 - Am-du Nord","","",""
"Commelinaceae","Tradescantia","ohiensis Raf.","","","","","","Virginie","03-1368s*","27/03/2006","Académie de médecine de ""Ogrod Roslin"" Wroclaw (Pologne)","C4 - Am-du Nord","","",""
"Commelinaceae","Tradescantia","virginiana L.","","","","","","Amérique boréale","Anc.coll.","","","A10 - ","","",""
"Commelinaceae","Tradescantia","virginiana L.","","","","","","Amérique boréale","Anc.coll.","","","C4 - Am-du Nord","","",""
"Liliaceae","Tricyrtis","latifolia Maxim.","","","","","","Chine et Japon.","92-1900s","","JBU.Tohoku (Sendai)","D3 - Chine, Japon","Demi ombre , humide.","",""
"Fabaceae","Trifolium","aureum  Pollich","","","","","","Europe, Région Méd.","06-1136s","28/03/2008","JB.Przemyl (Pologne)","B3 - Alpes calcaires","","",""
"Fabaceae","Trifolium","medium L.","","","","","","Europe.; Asie boréale","94-4432s*","","Pontigné - Fontevraud","B3 - Alpes Calcaires","","",""
"Fabaceae","Trifolium","montanum L.","","","","","","Europe","05-1334s","06/11/2006","J.Alp.U.Insbruck (Autriche)","B3 - Alpes Calcaires","","",""
"Fabaceae","Trifolium","pannonicum Jacq.","","","","","","Europe Orient","08-846s","13/10/2010","JB. Prague ( Rep. Tchèque)","C8 - Carpathes    Balkans","","",""
"Fabaceae","Trifolium","rubens L.","","","","","","Tout le temps en Europe au centre Nord a 71° tout excepté Iceland. (région euro-Sibérienne)","98-922s*","26/04/2001","JBU.Besançon (France)","A9 - Alpes siliceuses","Principalement dans un terrain bien drainer","",""
"Apiaceae","Trinia","glauca Dumort.","","","","","","Europe","10-63s","29/03/2011","Université de Postdam (Allemagne)","B3 - Alpes Calcaires","","",""
"Poaceae","Trisetum","spicatum K.Richt.","","","","","","Art. & Sub.art. Eur. Alp., Pyr.","08-1128s","13/10/2010","JB. Oslo (Norvège)","B3 - Alpes","","",""
"Liliaceae","Triteleia","hyacinthina  Greene","","","","","","SW- Amérique du Nord","03-1451s*","28/03/2008","Arboretum de Washington (U.S.A.)","C3 - Am-du Nord","","",""
"Ranunculaceae","Trollius","asiaticus L.","","","","","","Sibérie, Turkestan","04-1055s","06/11/2006","JB.Irkutsk (Russie)","C9 - Carpates-Balkans","","",""
"Ranunculaceae","Trollius","ledebourii Rchb.","","","","","","N.W. Chine","10.420s","29/03/2011","J.B. Kaunas (Lituanie)","D3B - Chine, Japon","","T. chinensis Bunge",""
"Ranunculaceae","Trollius","pumilus D. Don","","","","Tollius nain","","Himalaya; régions du Nord","98-35s","26/04/2001","JB.Oberhof (Allemagne)"," - ","Terre franche; sol humide; soleil; croissance rapide","",""
"Ranunculaceae","Trollius","vaginatus","","","","","","Chine, Japon","06-380s","06/11/2006","JB.Göteborg (Suède)","D1 - Chine, Japon","","",""
"Liliaceae","Tulipa","sprengeri Bak.","","","","","","Tuquie","02-689s","06/11/2006","J.Alp.Meyrin (Suisse)","C5 - Chaînes Pontiques","","",""
"","Uniola","latifolia Michx.","","","","","","Amérique boréale","02-709s","27/03/2006","Niagara Falls botanic Garden","C4 - Am-du Nord","","",""
"Poaceae","Uniola","latifolia Michx.","","","","","","Centre et Sud ouest & N-Amérique","Anc.coll.","","","C4 - Am-du Nord","","",""
"Asteraceae","Urospermum","dalechampii F.W.Schmidt","","","","","","Reg. Med.,Côtes E. Yougoslavie","10.101s","29/03/2011","J.B. Zurich (Suisse)","C3 - Péninsule Ibérique","","",""
"Valerianaceae","Valeriana","alliariifolia Adams","","","","","","Caucase","06-298s","06/11/2006","JB.Munich (Allemagne)","B8 - Caucase","","",""
"Valerianaceae","Valeriana","sambucifolia  Eichw.","sambucifolia","","","","","Europ.","06-1612s","28/03/2008","JB.Cogne (Italie)","B3 - Alpes calcaires","","",""
"Valerianaceae","Valeriana","tiliaefolia Troitzky","","","","","","Caucase","90-3404s","","JB.Alp.Kirovsk (Russie)","B6 - Caucase","","",""
"Valerianaceae","Valeriana","wallrothii  Kreyer","","","","","","Europe méridionale et centrale.","06-1605s*","28/03/2008","JB.W.J Beal Michigan (USA.)","C3 - Péninsule Ibérique","","",""
"Scrophulariaceae","Verbascum","eriophorum Godron","","","","","","Cent.Balkans","05-2463s","02/03/2009","JB.Göteborg (Suède)","B9 - Carpates-Balkans","","",""
"Scrophulariaceae","Verbascum","phoeniceum L.","","","","","","Europe Sud-Est, Centre et Nord","02-1163s","08/03/2004","JB.Chemnitz (Allemagne)","C9 - Carpates-Balkans","Lieux incultes, pierreux, sablonneux","",""
"Asteraceae","Vernonia","arkansana DC","","","","","","N. Am.","10.99s","29/03/2011","Sichtungs garten Weinheim (Allemagne)","C3 - Am-du Nord","","",""
"Asteraceae","Vernonia","noveboracensis Willd.","","","","","","Am. Bor.","08-1179s*","13/10/2010","JB. Brooklin (USA)","C4 - Amérique du Nord","","",""
"Scrophulariaceae","Veronica","austriaca L.","","","","","","O-Europe","Anc.coll.","","","A10 - ","","",""
"Scrophulariaceae","Veronica","fruticans Jacq.","","","","","","NO-Europe et montagnes du Centre et S-Europe depuis l' Espagne, Corse jusqu'au Centre, ex. Yugoslavie","02-1168s","08/03/2004","JB.Chemnitz (Allemagne)","C9 - Carpates-Balkans","Rochers, pelouses rocailleuses, éboulis (900-2800m)","",""
"Scrophulariaceae","Veronica","longifolia L.","","","","","","Eurasie","07-1811s","02/03/2009","JB.Karelia (Russie)","D3A - Chine, Japon","Prairies humides-fossés","",""
"Scrophulariaceae","Veronica","prostrata L.","","","","","","NC-Russie.; SN-Espagne.; C-Italie","04-252s*","27/03/2006","J.Alp.U.Insbruck (Autriche)","C7 - Pyrénées siliceuses","","",""
"Scrophulariaceae","Veronica","prostrata L.","","","","","","NC-Russie.; SN-Espagne.; C-Italie","92-1255s*","","J.Alp.Paradisia Cogne (Italie)","B3 - Alpes Calcaires","","",""
"Scrophulariaceae","Veronica","Spicata L.","orchidea Hayek & Hegi","","","","","Beaucoup en Europe, mais rarement et l'Ouest, et absent le plus souvent en Islands.","97-1789s*","12/07/1999","J.Alp.Paradisia Cogne (Italie)","B3 - Alpes Calcaires","Prés sec, rocheux, pente naturel.","",""
"Scrophulariaceae","Veronicastrum","sibiricum Pennell","","","yezoense","","","Chine-Japon","07-1631s","02/03/2009","JB.Hokkaido (Japon)","D3A - Chine, Japon","","",""
"Asclepiadaceae","Vincetoxicum","forrestii","","","","","","","06-368s","06/11/2006","JB.Göteborg (Suède)","B3 - Alpes Calcaires","","",""
"","Vincetoxicum","hirundinaria Medik.","","","","","","Europe","02-1505s*","27/03/2006","JB.Montpellier (France)","B3 - Alpes Calcaires","","",""
"Violaceae","Viola","gryposeras Gray.","","","","","","Chine, Japon","05-2827s*","06/11/2006","Faculté de Matsudo (Japon)","D1 - Chine, Japon","","",""
"Violaceae","Viola","labradorica Schrank","","","","","","N-Amérique","88-950s","","JB.Framingham (USA)","C4 - Am-du Nord","","",""
"Violaceae","Viola","odorata L.","","","","","","Europe","Anc.coll.","",""," - ","","",""
"Violaceae","Viola","patrinii Ging.","","","","","","Russie, Asie boréale, Himalaya","03-27s","27/03/2006","Conservatoire National des Plantes médicinales Milly la Forêt (France)","E1 - Himalaya","","",""
"Campanulaceae","Wahlenbergia","congesta Thulin","","","","","","N.Z","10.415s","29/03/2011","J.B Erlangen (Pays Bas)","I1 - Nouvelle-Zélande","","",""
"Thymeleaeceae","Wikstroemia","chamaedaphne Meisn.","","","","","","","1984-73sB","","","A10 - ","","",""
